Store Number,Name,Telephone,Address1,Address2,City,State,Zip,Latitude,Longitude
70042,Capital One - Building 3,804-284-3663,15010 Capital One Dr,,Richmond,VA,23238-1119,37.633236,-77.676143
7293,Gayton Crossing,804-750-1594,"1366 Gaskins Road, Space #22",Space #22,Richmond,VA,23233,37.60543,-77.591882
14196,Bell Creek,804-559-0710,"7297 Battle Hill Drive, Suite B",Suite B,Mechanicsville,VA,23111-3546,37.60378195,-77.3521
76324,Target Mechanicsville T-1968,804-559-5802,7325 Bell Creek Rd,,Mechanicsville,VA,23111-3551,37.600105,-77.351231
7571,Three Chopt Road,804-282-7760,7017 Three Chopt Road,,Richmond,VA,23226-3606,37.590347,-77.531791
76963,Target Richmond Central T-1018,804-285-3492,5401 W Broad St,,Richmond,VA,23230-2629,37.586474,-77.501099
724,Willow Lawn,804-285-4721,"1601 Willow Lawn Drive, 304A",304A,Richmond,VA,23230-3427,37.583192,-77.496673
11079,Grove Ave.,804-285-2060,5802 Grove Ave.,,Richmond,VA,23226-2630,37.573262,-77.518647
7604,River Road 2,804-285-4195,5001 Huguenot Road,,Richmond,VA,23226-3323,37.56715,-77.538653
10987,North Robinson Rd.,804-359-0971,400 North Robinson Road,,Richmond,VA,23220-3324,37.5565,-77.470855
7264,Carytown,804-353-7512,3555 West Cary St,,Richmond,VA,23221-2728,37.55548,-77.488881
2806,Broad & Bowe,804-204-1843,1500 Broad Street,,Richmond,VA,23220-3050,37.554012,-77.45553
75417,Virginia Commonwealth University -,804-828-5552,901 Park Avenue,,Richmond,VA,23284-9056,37.547961,-77.452822
7846,Stony Point Fashion Park,804-320-8715,"9200 Stony Point Parkway, 151",151,Richmond,VA,23235-1971,37.54962888,-77.5671
75462,VCU - Monroe Park,804-827-2003,375 West Cary Street,,"Richmond,",VA,23220-5639,37.543819,-77.448536
70304,VCU - Larrick Medical Campus,804-628-3357,641 N 8th St,,Richmond,VA,23298-5072,37.544502,-77.431564
7856,Stratford Hills,804-330-0385,7017 C Forest Hills Avenue,,Richmond,VA,23230-1724,37.537435,-77.52536
3970,Richmond Marriott - Lobby,804-343-6926,500 E Broad St,,Richmond,VA,23219-1863,37.543145,-77.436555
76323,Target Richmond T-1931,804-330-7365,7107 Forest Hill Ave,,Richmond,VA,23225-1501,37.534946,-77.527216
75985,Omni Hotel Richmond @ 100 S. 12th S,804-521-4855,100 South 12th Street,,Richmond,VA,23219-4012,37.536018,-77.435128
72927,Farm Fresh-Richmond #576,804-565-3838,2320 E Main St,,Richmond,VA,23223-7844,37.5301,-77.421811
76976,Target Richmond East T-2436,804-836-1860,4521 S Laburnam Ave,,Richmond,VA,23231-2421,37.52702,-77.355848
7857,Huguenot & Robious,804-897-1435,11307 Polo Place,,Midlothian,VA,23113-1419,37.524908,-77.605507
7757,Midlothian & Courthouse,804-378-1116,11413A Midlothian Turnpike,,Richmond,VA,23235-4717,37.505099,-77.607012
76953,Target Richmond West T-1041,804-897-5711,11301 Midlothian Tpke,,Richmond,VA,23235-4715,37.504072,-77.60495
72570,Kroger-Midlothian #523,804-594-6140,14101 Midlothian Turnpike,,Midlothian,VA,23113-6523,37.504763,-77.663513
13674,Westchester Commons,804-594-0640,"15605 Westchester Commons Way, Bldg 10",Bldg 10,Midlothian,VA,23113,37.5031,-77.7191
70364,Target Richmond Far West T-2478,804-419-8140,201 Perimeter Dr,,Midlothian,VA,23113-7314,37.5031,-77.7191
745,Shops at the Arboretum,804-320-9534,"9101 Midlothian Turnpike, #300",#300,Richmond,VA,23235-5022,37.495739,-77.565276
10985,Oxbridge Square,804-675-1016,10009 Hull Street,,Richmond,VA,23236-1408,37.444183,-77.57907
17540,Target Richmond Brandermill T-1225,,4601 Commonwealth Center Pkwy,,Midlothian,VA,23112,37.419792,-77.635553
7780,Swift Creek,804-739-9936,4721 Brad McNeer Parkway,,Midlothian,VA,23112-6247,37.41722,-77.638902
2807,Iron Bridge & Courthouse,804-796-7519,6921 Commons Square,,Chesterfield,VA,23832-6457,37.37608,-77.511955
11076,Bermuda Square,804-748-5507,12501 Jefferson Davis Hwy.,,Chester,VA,23831-5305,37.354887,-77.413217
76546,Target Chester T-1017,804-768-9974,2530 Wier Road,,Chester,VA,23831-5350,37.350859,-77.4101
72925,FarmFresh-Williamsburg #321,757-253-2302,455 Merrimac Trail,,Williamsburg,VA,23185-4866,37.275723,-76.68056
76940,Target Williamsburg East T-2296,767-259-3020,200 Marquis Pkwy,,Williamsburg,VA,23185-5371,37.258986,-76.638103
7487,Williamsburg Marketplace,757-259-9967,"240 McLaws Circle, 142",142,Williamsburg,VA,23185-5678,37.246849,-76.659087
6155,Harris Teeter-Williamsburg #320,757-253-0182,1470 Quarterpath Rd,,Williamsburg,VA,23185-6543,37.2561,-76.6978
7724,MarketPlace Shoppes,757-564-1029,"4655 Monicello Ave, 103",103,Williamsburg,VA,23188-8219,37.269879,-76.756451
79245,Farm Fresh - Williamsburg #405,757-941-1680,4511 John Tyler Hwy,,Williamsburg,VA,23185-2415,37.251319,-76.764208
79474,Farm Fresh - Grafton #404,757-947-1240,6500 George Washington Memorial Hwy,,Grafton,VA,23692-2128,37.170833,-76.473013
10093,Grafton,757-833-6802,4433-A George Washington Memorial Hwy,,Yorktown,VA,23692-2883,37.147108,-76.45929
3931,Fort Eustis - Commissary Mall,757-369-6088,Bldg 1527 (near intersection of Crate Ct,,Fort Eustis,VA,23604,37.156,-76.581696
7966,Jefferson Commons,757-874-3592,"12531 Jefferson Avenue, Suite 275",Suite 275,Newport News,VA,23602-4493,37.126106,-76.510436
7440,Kiln Creek,757-874-6690,120 Ottis Street,,Newport News,VA,23602-9471,37.113875,-76.470669
76951,Target Newport News T-1103,757-882-8700,12130 Jefferson Ave,,Newport,VA,23602-6908,37.107434,-76.492218
7467,Jefferson Plaza,757-249-4005,12103 Jefferson Ave,,Newport News,VA,23602-6916,37.105295,-76.494833
9316,Oyster Point Shoppes,757-249-2853,340 Oyster Point Road,,Newport News,VA,23602-7174,37.104473,-76.51043
10705,J. Clyde Morris,757-595-4621,762 J. Clyde Morris Blvd.,,Newport News,VA,23601-1511,37.079732,-76.460901
73766,Harris Teeter-Newport News #6,,12404 Warwick Blvd,,Newport News,VA,23606-3007,37.068174,-76.491573
72919,Farm Fresh-Hampton #240,757-850-0156,227 Fox Hill Rd,,Hampton,VA,23669-1739,37.057462,-76.327919
7763,Coliseum Crossing,757-838-6977,108 Coliseum Drive,,Hampton,VA,23666,37.048948,-76.391842
14534,Hopewell,804-452-1211,5320 Oaklawn Blvd,,Hopewell,VA,23860-7349,37.25978,-77.328064
10925,Colonial Heights,804-524-0295,790 Southpark Blvd.,,Colonial Heights,VA,23834-3631,37.249478,-77.389503
3868,Target Hampton T-2501,757-951-2300,5001 Holt Ave,,Hampton,VA,23666-2282,37.03918,-76.383315
73755,Farm Fresh-Norfolk #246,,179 W. Ocean View Ave.,,Norfolk,VA,23503-1502,36.955742,-76.253199
79362,Farm Fresh-Smithfield #238,757-357-2137,1282 Smithfield Plaza,,Smithfield,VA,23430-6054,36.955926,-76.603486
75408,Norfolk Naval Station - Navy Exchan,757-423-1548,"NS Norfolk - Navy Exchange, Bldg. #CD-13",,Norfolk,VA,23511,36.9404,-76.3032
79326,Farm Fresh-Norfolk # 212,757-587-8741,230 Little Creek Road,,Norfolk,VA,23505,36.916718,-76.269649
75407,NAB Little Creek,757-460-7424,"NAB Little Creek, Navy Exchange, 1170 Am",,Norfolk,VA,23521,36.9145,-76.16231
7495,Shore Drive,757-496-6522,3273 Shore Drive,,Virginia Beach,VA,23451-1001,36.907283,-76.086001
14535,Harbour View,757-483-1210,5883 Harbour View Blvd.,,Suffolk,VA,23435-2794,36.87059231,-76.44378
79475,Farm Fresh #667,757-306-7006,3575 Bridge Road,,Suffolk,VA,23435-1800,36.862259,-76.469832
7848,Chesapeake Square,757-488-2123,"2628 Taylor Road, D",D,Chesapeake,VA,23321-2225,36.831134,-76.414418
79314,Farm Fresh-Portsmouth # 664,757-488-3916,4000 Victory Blvd.,,Portsmouth,VA,23701-2820,36.810757,-76.358721
75701,Snowshoe Resort @ Snowshoe,304-572-5610,1 Snowshoe Dr,,Snowshoe,WV,26209,38.400563,-79.995833
11312,Lynchburg,434-239-6474,"21054 Timberlake Road, B",B,Lynchburg,VA,24502-7239,37.333988,-79.241723
75164,ODU - Webb Center,757-683-3218,1200 Webb Center,,Norfolk,VA,23529,36.886474,-76.306738
70056,Old Dominion University - Bookstore,757-683-4784,45th Street & Monarch Way,,Norfolk,VA,23529,36.88488,-76.300303
75931,ORF B16,757-449-7427,2200 Norview Ave.,,Norfolk,VA,23518-5816,36.897658,-76.215351
75932,ORF Pre-Security Garden Square,757-858-9601,2200 Norview Ave,,Norfolk,VA,23518-5816,36.897656,-76.21535
16360,ORF - Concourse A,,2200 Norview Ave,,Norfolk,VA,23518-5804,36.898943,-76.205534
7867,21 West (Ghent),757-622-3018,520 West 21st Street,,Norfolk,VA,23517-1950,36.869159,-76.29222
7308,Ghent,757-640-8513,1318 Colley Avenue,,Norfolk,VA,23517-1704,36.867089,-76.298228
10092,Northampton Blvd.,757-460-1862,"5824 Northampton Blvd., Suite 101",Suite 101,Virginia Beach,VA,23455-3634,36.881684,-76.187158
76536,Target Norfolk T-1048,757-461-9369,1245 N Military Hwy,,Norfolk,VA,23502-2228,36.865472,-76.212445
7478,Selden Arcade,757-625-0600,"210 E Main Street, #1",#1,Norfolk,VA,23510-1608,36.846033,-76.291162
7819,Millenium Crossing,757-455-6504,"1153 N. Military Highway, A",A,Norfolk,VA,23502-2459,36.861808,-76.210726
73713,Farm Fresh-Virginia Beach #816,,928 Diamond Springs Rd.,,Virginia Beach,VA,23455-6601,36.872939,-76.170577
14417,Portsmouth,757-391-0322,361 Effingham Street,,Portsmouth,VA,23704-2337,36.837943,-76.306908
79406,Farm Fresh #672,757-217-0240,1069 Independence Boulevard,,Virginia Beach,VA,23455-5523,36.87382,-76.13479
9731,Pembroke,757-493-5923,233 Independence Blvd.,,Virginia Beach,VA,23462-2912,36.842897,-76.137345
79201,Farm Fresh-Hampton #193,757-481-6254,2110 W Great Neck Rd,,Virginia Beach,VA,23454-2202,36.875645,-76.037848
7911,Independence Blvd.,757-499-7881,465 INVESTORS PLACE,,Virginia Beach,VA,23452-1143,36.828675,-76.133862
7894,Little Neck,757-340-7047,3504 Virginia Beach Blvd,,Virginia Beach,VA,23452-4422,36.841465,-76.093324
7542,Kemps River II,757-413-5162,1390 Fordham Drive,,Virginia Beach,VA,23464-5334,36.799507,-76.177877
7298,Crossways Shopping Center,757-420-8226,"1412 Greenbriar Pkwy, Suite #138",Suite #138,Chesapeake,VA,23320,36.779156,-76.230689
73889,Harris Teeter - Virginia Beach #350,757-467-0529,5060 Ferrell Parkway,,Virginia Beach,VA,23464-8867,36.794071,-76.16864
72935,Farm Fresh-Virginia Beach #217,757-463-5515,799 Chimney Hill Shopping Ctr,,Virginia Beach,VA,23452-3050,36.81359,-76.100095
76392,Target Chesapeake City T-1021,757-547-1842,1316 Greenbrier Pkwy,,Chesapeake,VA,23320-0605,36.771437,-76.231857
11210,Hilltop North,757-491-5617,1612 Laskin Road,,Virginia Beach,VA,23451-6270,36.851193,-76.020796
9678,Lynnhaven Parkway,757-463-1376,660-101 Phoenix Avenue,,Virginia Beach,VA,23452-7317,36.826611,-76.064989
76823,Target Virginia Beach East T-1047,757-428-0233,525 First Colonial Rd,,Virginia Beach,VA,23451-6119,36.846658,-76.021848
8774,Battlefield & Volvo,757-312-0293,1217 N. Battlefield Blvd.,,Chesapeake,VA,23320-4711,36.763157,-76.250743
7720,Lynnhaven Mall,757-431-8622,"701 Lynnhaven Pkwy, #K16",#K16,Virginia Beach,VA,23452-7233,36.815646,-76.071625
7766,Princess Anne,757-471-6598,2005 Lynnhaven Parkway,,Virginia Beach,VA,23456-1410,36.793092,-76.119657
79476,Farm Fresh-Chesapeake #676,757-217-0370,1400 Kempsville Rd.,,Chesapeake,VA,23320-8188,36.764895,-76.202182
8888,31 Ocean,757-425-3162,241 Laskin Road,,Virginia Beach,VA,23451-3017,36.858956,-75.979048
79315,Farm Fresh-Virginia Beach # 911,737-416-9832,2058 S. Independence Blvd.,,Virginia Beach,VA,23453-4747,36.789041,-76.108336
79239,Farm Fresh - Suffolk #188,757-539-4800,1401 N Main St,,Suffolk,VA,23434-4352,36.750334,-76.583326
10926,"Suffolk, VA",757-923-0158,1201 North Main St.,,Suffolk,VA,23434-4356,36.74886786,-76.583626
72979,Farm Fresh-Chesapeake #190,757-549-1482,1620 Cedar Rd,,Chesapeake,VA,23322-7197,36.728206,-76.299591
14418,Landstown Commons,757-368-0480,"3376 Princess Anne Rd, Suite 209",Suite 209,Virginia Beach,VA,23456-2619,36.77384,-76.08815
11659,Country Club Shops,757-609-3054,"940 Cedar Road, Suite 101",Suite 101,Chesapeake,VA,23322-7459,36.712226,-76.276325
72970,Farm Fresh-Chesapeake #232,757-482-3377,309 S Battlefield Blvd,,Chesapeake,VA,23320-3915,36.71484,-76.23846
72899,Farm Fresh-Virginia Beach #197,757-721-3200,1615 General Booth Rd,,Virginia Beach,VA,23454-5691,36.785016,-76.001752
79268,Harris Teeter-Virginia Beach #239,757-563-9410,2476 Nimmo Parkway,,Virginia Beach,VA,23456-2545,36.754865,-76.064881
79373,Farm Fresh-Chesapeake #669,787-615-6566,1764 Mount Pleasant Road,,Chesapeake,VA,23322-1200,36.716232,-76.162933
79363,Farm Fresh-Virginia Beach #804,757-427-6220,2129 General Booth Blvd,,Virginia Beach,VA,23454-5872,36.76817,-76.015734
11573,Hanbury Village,757-482-1436,"237 Hanbury Rd East, Suite 112",Suite 112,Chesapeake,VA,23322-4226,36.690197,-76.236984
7756,Red Mill Commons,757-427-9558,"1169 Nimmo Parkway, Suite 250",Suite 250,Virginia Beach,VA,23456-7760,36.760837,-76.010591
76892,Target Virginia Beach SE T-2396,757-430-5100,2233 Upton Dr,,Virginia Beach,VA,23454-1186,36.755403,-76.009637
76685,Target Chesapeake South T-2203,757-421-6640,233 Carmichael Way,,Chesapeake,VA,23322-2182,36.658549,-76.234138
73894,Farm Fresh-Franklin #674,757-516-2621,1500 Armory Dr,,Franklin,VA,23851-2452,36.669123,-76.952823
75783,Davis Oil Travel Plaza,434-246-2600,13306 A St. John's Church Road,,Stony Creek,VA,23882-3207,36.97253,-77.393668
72949,Farm Fresh-Elizabeth City #469,252-331-1368,691 S Hughes Blvd,,Elizabeth City,NC,27909-4530,36.290986,-76.25259
9272,Roanoke Rapids,252-533-5900,298 Premier Blvd.,,Roanoke Rapids,NC,27870-5076,36.4324,-77.6388
13258,Kitty Hawk,252-255-0790,5597-A North Croatan Highway,,Kitty Hawk,NC,27949-4090,36.098345,-75.724577
76569,Target Rocky Mount T-962,252-443-1195,731 Sutters Creek Blvd,,Rocky Mount,NC,27804-8452,35.97197,-77.813097
76100,Super Target Wake Forest ST-1504,919-761-1001,12000 Retail Dr,,Wake Forest,NC,27587-7353,35.974413,-78.541991
2970,Wakefield Commons,919-453-1010,"10760 Wakefield Commons Dr., Ste. 109",Ste. 109,Raleigh,NC,27614-8437,35.942808,-78.540942
8495,Village @ Falls Pointe,919-847-1363,"9630 Falls of the Neuse Road, 101",101,Raleigh,NC,27615-2434,35.904805,-78.601879
13656,Guess Road,919-471-2957,3801 Guess Road,,Durham,NC,27705-1505,36.05782,-78.929413
16019,Six Forks & Strickland,919-845-4566,"9441 Strickland Road, Unit R06",Unit R06,Raleigh,NC,27615-1934,35.900957,-78.652882
76118,Super Target Raleigh ST-1826,919-790-1024,7900 Old Wake Forest Rd,,Raleigh,NC,27616-3319,35.86614,-78.567968
8529,Triangle Towne Mall,919-792-2227,"5959 Triangle Town Boulevard, Unit CL1136",Unit CL1136,Raleigh,NC,27616-3268,35.87,-78.5861
8270,Stonehenge,919-846-0633,7498 Creedmor Road,,Raleigh,NC,27613-1664,35.887792,-78.678749
79410,Kroger - Durham #332,919-383-2249,3457 Hillsborough Road,,Durham,NC,27705-3008,36.018821,-78.948098
8171,Duke University Hospital,919-681-9702,2301 Erwin Rd,,Durham,NC,27705-4699,36.008233,-78.937415
76923,Target Danville T-2407,434-799-9950,236 Coleman St,,Danville,VA,24540-4017,36.601234,-79.416515
11077,"Danville, VA",434-793-0380,"133 Enterprise Dr., Suite C",Suite C,Danville,VA,24540-4071,36.593309,-79.425802
76134,Super Target-Durham ST-1872,919-765-0008,4037 Chapel Hill Blvd,,Durham,NC,27707-2516,35.966583,-78.958499
8220,The Commons - HT,919-403-6676,1817 Martin Luther King Jr. Pkwy,,Durham,NC,27707-3585,35.960793,-78.958121
8875,Alexander Place,919-957-9587,"7854 Alexander Promenade Pl., Bldg. H, Ste. 1","Bldg. H, Ste. 1",Raleigh,NC,27617-7833,35.9022,-78.7894
9715,Mount Moriah,919-493-2471,"5319 New Hope Commons Dr, Suite 105",Suite 105,Durham,NC,27707-9610,35.954334,-78.993956
13203,"Parkwest Crossing, NC",919-293-0232,4834 NC Hwy 55,,Durham,NC,27713-2257,35.899313,-78.897146
73929,Harris Teeter - Durham #224,919-403-0794,1125 West North Carolina 54 Hwy,,Durham,NC,27707-5715,35.918291,-78.958331
9361,Renaissance Center at South Point,919-544-4132,6813 Fayetteville Road,,Durham,NC,27713-8721,35.904636,-78.937232
8715,Eastgate - Chapel Hill,919-929-2613,"1800 E Franklin Street, Suite B",Suite B,Chapel Hill,NC,27514-5816,35.936579,-79.025396
76480,Super Target Durham SE ST-2069,919-425-0001,8210 Renaissance Pkwy,,Durham,NC,27713-6688,35.904151,-78.953058
8245,Franklin Street,919-932-3824,103 East Franklin Street,,Chapel Hill,NC,27514-3620,35.913425,-79.055433
11152,"Towers, VA",540-343-0190,"2112 Colonial Ave., SW",,Roanoke,VA,24015-3205,37.254895,-79.955168
9851,Valley View,540-366-1957,"4801 Valley View Blvd NW, Suite G",Suite G,Roanoke,VA,24012-2043,37.30459628,-79.96266
11660,Southern Hills,540-725-1106,"4109 SOUTHERN HILLS DR., SW",,Roanoke,VA,24014-5216,37.225984,-79.969247
11080,"Salem, VA",540-986-1606,129 Electric Road,,Salem,VA,24153-4432,37.296972,-80.027473
72978,Kroger-Roanoke #401,540-776-0050,4404 Brambleton Ave,,Roanoke,VA,24018-3427,37.22446,-80.011825
11209,Spartan Square,540-389-3692,1499 West Main Street,,Salem,VA,24153-3120,37.289634,-80.082221
9784,Kent Square,540-552-2579,202 South Main Street,,Blacksburg,VA,24060-4880,37.228484,-80.413201
3447,Blacksburg,540-552-0742,880 University City Blvd.,,Blacksburg,VA,24060-2752,37.235329,-80.433783
9785,Christiansburg,540-381-4574,2475 North Franklin Street,,Christiansburg,VA,24073-1003,37.163299,-80.422741
17002,Target Christiansburg T-1292,540-381-9459,195 Conston Ave,,Christiansburg,VA,24073-1151,37.157604,-80.424047
75490,Radford University - Hulburt Hall,540-831-7180,East Main Street,,Radford,VA,24142,37.1387,-80.548
13680,"Princeton, WV",304-431-2559,1000 Oakvale Rd,,Princeton,WV,24740-3918,37.363614,-81.054277
75719,Bluestone Travel Plaza,,Milepost 18 I-77,,Princeton,WV,24740,37.47456,-81.067374
14122,Wytheville,276-228-3801,"198 Commonwealth Dr, # 240",# 240,Wytheville,VA,24382,36.957165,-81.097519
11640,University Parkway,336-377-2046,5980 University Parkway,,Winston-Salem,NC,27105-1342,36.187928,-80.27681
16923,Target Winston-Salem North T-1077,336-992-1680,5420 University Pkwy,,Winston-Salem,NC,27105-1366,36.168168,-80.276999
11926,Reynolda Road,336-761-3783,2898 Reynolda Road,,Winston-Salem,NC,27106-3168,36.144274,-80.300479
8448,Mt. Tabor Place,336-768-1221,3327 Robinhood Road,,Winston-Salem,NC,27106-5403,36.116346,-80.312628
70058,Wake Forest University Z. Smith Rey,336-758-3542,1834 Wake Forest Rd,,Winston-Salem,NC,27109-6000,36.1135,-80.2422
8517,Stratford Road,336-721-0021,"110 Oakwood Drive, Space U122",Space U122,Winston-Salem,NC,27103-1957,36.090028,-80.282711
75827,Embassy Suites Winston-Salem,336-722-0676,460 N Cherry St,,Winston-Salem,NC,27101-2898,36.099605,-80.247472
11269,Jonestown Rd.,336-765-7540,605 Jonestown Road,,Winston-Salem,NC,27103-1206,36.070825,-80.339134
11059,Hanes Mall Kiosk,336-760-0676,"3320  Silas Creek Parkway, PK44",PK44,Winston-Salem,NC,27103-3031,36.073309,-80.29815
8540,Hanes Mall Blvd.,336-765-2716,2015 Frontis Plaza Boulevard,,Winston Salem,NC,27103,36.06196535,-80.307374
11922,Clemmons,336-766-7866,2785 Lewisville-Clemmons Rd,,Clemmons,NC,27012-8715,36.022618,-80.381471
76588,Target Kernersville T-2134,336-992-1680,1024 S Main St,,Kernersville,NC,27284-8178,36.1097,-80.099338
11058,Kernersville,336-996-2819,1022-M South Main Street,,Kernersville,NC,27284-4603,36.108744,-80.0981
70320,Harris Teeter-Kernersville #250,336-992-9788,971 S Main St,,Kernersville,NC,27284-7439,36.107419,-80.094942
14437,Battleground Ave & Old Battleground,336-282-3177,4016 Battleground Ave,,Greensboro,NC,27410-9799,36.148827,-79.869942
76689,Target Greensboro West T-2108,336-455-9900,1628 Highwoods Blvd,,Greensboro,NC,27410-2048,36.113057,-79.878673
10605,Jefferson Village,336-834-4620,"1562 Highwoods Blvd, Suite C",Suite C,Greensboro,NC,27410-2056,36.111169,-79.880369
72867,Harris Teeter Greensboro #33,336-856-8140,701 Frances King St,,Greensboro,NC,27410-4105,36.088795,-79.890911
8486,Shoppes at Deep River,336-841-1072,3875 John Gordon Lane,,High Point,NC,27265-8046,36.035749,-79.962595
8374,Guilford College,336-292-3020,5607 W Friendly Ave,,Greensboro,NC,27410-4276,36.088789,-79.885732
8222,Battleground Village,336-282-0445,2969 Battleground Avenue,,Greensboro,NC,27408-2705,36.114698,-79.835548
9798,Patriots Place,336-545-9454,505 Pisgah Church Road,,Greensboro,NC,27455-2523,36.130846,-79.798979
8696,Shops on Battleground,336-272-7061,1603 Battleground Avenue,,Greensboro,NC,27408-8049,36.08943,-79.81047
8221,Friendly - HT,336-856-9371,3330 W. Friendly Ave.,,Greensboro,NC,27410-4806,36.085215,-79.837067
8148,North Carolina A & T State Univ,336-334-7560,1601 E Market St,,Greensboro,NC,27411-0002,36.073131,-79.776031
79343,Harris Teeter-Burlington # 345,336-585-1444,2727 Church St.,,Burlington,NC,27215-5103,36.079403,-79.490552
9763,Burlington Mall,336-538-6997,451 Huffman Mill Road,,Burlington,NC,27215-5118,36.076192,-79.488787
